taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,GOLD Analysis Project ID,GOLD Sequencing Project ID,Contact Name,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Project / Study Name,Specific Ecosystem,Genome Size   * assembled,Gene Count   * assembled
3300029437,Metagenome,Draft,"Human feces microbial communities from a patient in hospital, Baltimore, Maryland, USA","Human feces microbial communities from a patient in hospital, Baltimore, Maryland, USA - 015_6_4_stool_2","Institute for Genome Sciences, University of Maryland School of Medicine",3300029437,Ga0242826,Gp0281942,,Host-associated,Human,Large intestine,Digestive system,"Human feces microbial communities from a patient in hospital, Baltimore, Maryland, USA - 015_6_4_stool_2",Fecal,252700959,329437
3300006020,Metagenome,Draft,"Agave microbial communities from California, USA, and Mexico","Agave microbial communities from Guanajuato, Mexico - Mg.Sf.e",DOE Joint Genome Institute (JGI),3300006020,Ga0058704,Gp0104156,Laila P. Partida-Martinez,Host-associated,Plants,Unclassified,Phylloplane,"Agave microbial communities from Guanajuato, Mexico -  Mg.Sf.e",Unclassified,2613340520,8191916
3300006238,Metagenome,Permanent Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human posterior fornix microbial communities from NIH, USA - visit 1, subject 338793263","Baylor College of Medicine, J. Craig Venter Institute (JCVI), Washington University in St. Louis",3300006238,Ga0099555,Gp0052532,,Host-associated,Human,Vagina,Reproductive system,"Human posterior fornix microbial communities from NIH, USA - visit 1, subject 338793263",posterior fornix,8596048,13859
3300020441,Metagenome,Draft,Marine viral and eukaryotic protist communities collected from different water depths during Tara Oceans survey,Marine prokaryotic communities collected during Tara Oceans survey from station TARA_078 - TARA_B100000524 (ERX556088-ERR599006),CEA Genoscope,3300020441,Ga0211695,Gp0117272,William William,Environmental,Aquatic,,Marine,Marine prokaryotic communities collected during Tara Oceans survey from station TARA_078 - TARA_B100000524,,1144691683,3336556
3300006249,Metagenome,Permanent Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human supragingival plaque microbial communities from NIH, USA - visit 1, subject 764508039","Baylor College of Medicine, J. Craig Venter Institute (JCVI), Washington University in St. Louis",3300006249,Ga0099390,Gp0052779,,Host-associated,Human,Oral,Digestive system,"Human supragingival plaque microbial communities from NIH, USA - visit 1, subject 764508039",Supragingival plaque,155433720,256807
3300021085,Metagenome,Draft,"Marine archaeal communities from Monterey Bay, CA, that are ammonia-oxidizing","Ammonia-oxidizing marine archaeal communities from Monterey Bay, California, United States - M1 30m 12015",DOE Joint Genome Institute (JGI),3300021085,Ga0206677,Gp0224929,Christopher Francis,Environmental,Aquatic,Intertidal zone,Marine,"Ammonia-oxidizing marine archaeal communities from Monterey Bay, California, United States - M1 30m 12015",,846164020,1604992
3300012891,Metagenome,Draft,"Soil microbial communities from Arlington Agricultural Research Station in Wisconsin and Kellogg Biological Station in Michigan, replicating the bioenergy cropping systems trials (BCSTs)","Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-S148-409B-2",DOE Joint Genome Institute (JGI),3300012891,Ga0157305,Gp0177518,David Duncan,Environmental,Terrestrial,,Soil,"Soil microbial communities from Arlington Agricultural Research Station in Wisconsin, USA - Nitrogen cycling UWRJ-S148-409B-2",,489091657,1245880
3300007652,Metagenome,Permanent Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human palatine tonsils microbial communities from NIH, USA - visit 2, subject 764042746 reassembly","Baylor College of Medicine, J. Craig Venter Institute (JCVI), Washington University in St. Louis",3300007652,Ga0105534,Gp0052766,,Host-associated,Human,Oral,Digestive system,"Human palatine tonsils microbial communities from NIH, USA - visit 2, subject 764042746",Palatine tonsils,42232577,83788
3300024256,Metagenome,Draft,Methane metabolizing microbial communities from different methane-rich environments from various locations,"Seawater microbial communities from Saanich Inlet, British Columbia, Canada - SI_124_October2016_120_MG",DOE Joint Genome Institute (JGI),3300024256,Ga0233446,Gp0272249,Sean Crowe,Environmental,Aquatic,Inlet,Marine,"Seawater microbial communities from Saanich Inlet, British Columbia, Canada - SI_124_October2016_120_MG",,463195704,868975
3300027418,Metagenome,Draft,"Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series",Estuarine microbial communities from the Columbia River estuary - Freshwater metaG S.747 (SPAdes),DOE Joint Genome Institute (JGI),3300027418,Ga0208022,Gp0125873,Holly Simon,Environmental,Aquatic,Intertidal zone,Marine,Estuarine microbial communities from the Columbia River estuary - Freshwater metaG S.747,Estuary,242211544,524197
3300008212,Metagenome,Draft,Marine gutless worms symbiont microbial communities from various locations,"Marine gutless worms symbiont microbial communities from Max Planck institute for Marine Microbiology, Germany - Olavius sp. 1 HERON ISLAND",DOE Joint Genome Institute (JGI),3300008212,Ga0056121,Gp0102466,Nicole Dubilier,Host-associated,Annelida,Digestive tube,Digestive system,"Marine gutless worms symbiont microbial communities from Max Planck institute for Marine Microbiology, Germany - Olavius sp. 1 HERON ISLAND",Extracellular symbionts,236394546,353775
3300024917,Metagenome,Draft,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 112_LOW13 (SPAdes),DOE Joint Genome Institute (JGI),3300024917,Ga0208401,Gp0111140,Ludmila Chistoserdova,Environmental,Aquatic,Sediment,Freshwater,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 112_LOW13,,54670825,77776
3300020468,Metagenome,Draft,Marine viral and eukaryotic protist communities collected from different water depths during Tara Oceans survey,Marine microbial communities from Tara Oceans - TARA_A100000164 (ERX555914-ERR598993),CEA Genoscope,3300020468,Ga0211475,Gp0115932,William William,Environmental,Aquatic,,Marine,Marine microbial communities from Tara Oceans - TARA_A100000164,,1305021765,3113166
3300010267,Metagenome,Draft,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA","Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 12_48_3.3_201_A2 metaG",DOE Joint Genome Institute (JGI),3300010267,Ga0134101,Gp0153735,Steven Brown,Engineered,Bioreactor,,Unclassified,"Switchgrass degrading microbial communities from high solid loading bioreactors in New Hampshire, USA - 12_48_3.3_201_A2 metaG",,236289755,384323
3300013732,Metagenome,Draft,"Urban prokaryotic and eukaryotic communities from the subway and surrounding areas in New York, USA","Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal -P01026",Weill Cornell Medical College,3300013732,Ga0121191,Gp0135410,,Engineered,Built environment,Subway,City,"Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal -P01026",Unclassified,22922373,44101
3300012271,Metagenome,Draft,Saline lake microbial communities from various lakes in Antarctica,"Saline lake microbial communities from Rauer Islands, Antarctica - Metagenome Torckler E5 #432",DOE Joint Genome Institute (JGI),3300012271,Ga0136555,Gp0154640,Rick Cavicchioli,Environmental,Aquatic,Saline,Non-marine Saline and Alkaline,"Saline lake microbial communities from Rauer Islands, Antarctica - Metagenome Torckler E5 #432",,258147537,530570
3300000930,Metagenome,Permanent Draft,"Freshwater and marine microbial communities from the Columbia River, USA, of estuaries and plumes across salinity gradients","Marine microbial communities from the coastal margin of the Columbia River, USA - 33 PSU, 16m",University of Maryland,3300000930,Ga0011775,Gp0057518,Caroline Fortunato,Environmental,Aquatic,Neritic zone,Marine,"Marine microbial communities from the coastal margin of the Columbia River, USA - 33 PSU, 16m",Unclassified,501097358,1075152
3300008480,Metagenome,Permanent Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human supragingival plaque microbial communities from NIH, USA - visit 2, subject 160158126 reassembly","Baylor College of Medicine, J. Craig Venter Institute (JCVI), Washington University in St. Louis",3300008480,Ga0115173,Gp0053225,,Host-associated,Human,Oral,Digestive system,"Human supragingival plaque microbial communities from NIH, USA - visit 2, subject 160158126",Supragingival plaque,233400835,339367
3300028195,Metagenome,Draft,Marine microbial communities from expanding oxygen minimum zones in the northeastern subarctic Pacific Ocean,"Marine microbial communities from Saanich Inlet, British Columbia, Canada - SI106_200",DOE Joint Genome Institute (JGI),3300028195,Ga0257125,Gp0297552,Steven Hallam,Environmental,Aquatic,Inlet,Marine,"Marine microbial communities from Saanich Inlet, British Columbia, Canada - SI106_200",,526187208,931089
3300020353,Metagenome,Draft,Marine microbial communities from Tara Oceans,Marine microbial communities from Tara Oceans - TARA_B100000686 (ERX556093-ERR598998),CEA Genoscope,3300020353,Ga0211613,Gp0117225,William William,Environmental,Aquatic,,Marine,Marine microbial communities from Tara Oceans - TARA_B100000686,,374047645,965503
3300003641,Metagenome,Permanent Draft,"Cnidaria microbial communities from the Caribbean, with Black Band disease",Belize Diploria,,3300003641,Ga0061049,Gp0103466,,Host-associated,Cnidaria,Unclassified,Unclassified,Belize Diploria,Unclassified,34028000,70141
3300027593,Metagenome,Draft,Freshwater microbial communities amended with dissolved organic matter (DOM) from various rivers in the United States,"Freshwater microbial communities from St. Lawrence River, New York, United States - Law_Atlam_RepB_8h",DOE Joint Genome Institute (JGI),3300027593,Ga0255118,Gp0293311,Byron Crump,Environmental,Aquatic,River,Freshwater,"Freshwater microbial communities from St. Lawrence River, New York, United States - Law_Atlam_RepB_8h",,140347664,278832
3300020220,Metagenome,Draft,"Freshwater microbial communities from Lake Tanganyika, Tanzania","Freshwater microbial communities from Lake Tanganyika, Tanzania - TA2015018 Mahale Deep Cast 100m",DOE Joint Genome Institute (JGI),3300020220,Ga0194119,Gp0217722,Katherine McMahon,Environmental,Aquatic,Lake,Freshwater,"Freshwater microbial communities from Lake Tanganyika, Tanzania - TA2015018 Mahale Deep Cast 100m",,1951145379,3322972
3300020703,Metagenome,Draft,"Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA","Freshwater microbial communities from Trout Bog Lake, WI - 16OCT2007 hypolimnion",DOE Joint Genome Institute (JGI),3300020703,Ga0214227,Gp0054264,Katherine McMahon,Environmental,Aquatic,Lentic,Freshwater,"Freshwater microbial communities from Trout Bog Lake, WI - 16OCT2007 hypolimnion",Hypolimnion,76999047,177042
3300011840,Metagenome,Draft,"Urban prokaryotic and eukaryotic communities from the subway and surrounding areas in New York, USA","Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal/plastic -P00995",Weill Cornell Medical College,3300011840,Ga0121607,Gp0135826,,Engineered,Built environment,Subway,City,"Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal/plastic -P00995",Unclassified,41131089,65314
3300028586,Metagenome,Draft,"Plant litter microbial communities from East Loma Ridge, Irvine, California","Plant litter microbial communities from East Loma Ridge, Irvine, California - P3 T30",DOE Joint Genome Institute (JGI),3300028586,Ga0265798,Gp0306428,Jennifer Martiny,Environmental,Terrestrial,,Plant litter,"Plant litter microbial communities from East Loma Ridge, Irvine, California - P3 T30",,2364763104,4278380
3300026067,Metagenome,Draft,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA","Corn rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS C6-3 metaG (SPAdes)",DOE Joint Genome Institute (JGI),3300026067,Ga0207678,Gp0112760,James Tiedje,Host-associated,Plants,Soil,Rhizosphere,"Corn rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS C6-3 metaG",Unclassified,4116356054,10171416
3300021541,Metagenome,Draft,Determining the genomic basis for interactions between gut fungi and methanogenic archaea,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Xylan, Gen10, Rep 3, Penicillin and Streptomycin",DOE Joint Genome Institute (JGI),3300021541,Ga0214529,Gp0242262,Michelle O'Malley,Host-associated,Mammals,Fecal,Digestive system,"Enriched fungal communities from goat fecal pellet, Isla Vista, California, United States - Xylan, Gen10, Rep 3, Penicillin and Streptomycin",,6190075,8227
